stack_id,primary_role,stack_name,required_skills,preferred_skills,stack_popularity_score,stack_level,typical_experience_years,industry_sector
885,ML Engineer,LAMP Stack,Apache|PHP,Composer|Symfony,0.84,Advanced,5,Logistics
886,Game Developer,Blockchain Development,Solidity|Hardhat,Ganache,0.48,Intermediate,0,IT
887,Performance Engineer,WordPress CMS Stack,MySQL|HTML/CSS,JavaScript|Elementor|ACF,0.79,Advanced,0,IT
888,Release Engineer,Computer Vision Stack,Python|OpenCV,ONNX,0.24,Intermediate,8,Manufacturing
889,Release Engineer,Android Native,Jetpack Compose|Kotlin|Room|Android Studio,Coroutines|Espresso,0.16,Intermediate,9,Fintech
890,SRE Engineer,Android Native,Android Studio|Jetpack Compose,Espresso|Coroutines|Retrofit,0.34,Intermediate,11,Healthcare
891,Analytics Engineer,Salesforce Platform,Apex|SOQL|Salesforce CLI|Lightning Web Components,Visualforce|MuleSoft,0.25,Advanced,9,Aerospace
892,Platform Engineer,iOS Native,Xcode|Swift|UIKit|Core Data,Combine|ARKit,0.28,Advanced,12,Logistics
893,Java Developer,Embedded Systems,RTOS|ARM|C++|C,FreeRTOS|JTAG|GPIO,0.8,Beginner,3,Media
894,Senior Software Engineer,Svelte Modern,TypeScript|SvelteKit|Svelte|Tailwind CSS,Supabase|Playwright,0.68,Advanced,1,Cybersecurity
895,React Developer,Spring Boot Enterprise,Java|Spring Boot|PostgreSQL|Maven,Kafka|Hibernate,0.67,Advanced,6,Healthcare
896,Game Developer,AWS Cloud Native,AWS Lambda|API Gateway|DynamoDB|S3,CloudWatch|SNS,0.66,Beginner,10,Finance
897,Build Engineer,Data Engineering Pipeline,Python|Apache Spark|Airflow,Kafka|Snowflake,0.96,Beginner,7,Fintech
898,Full Stack Developer,IoT Platform,Raspberry Pi|AWS IoT|MQTT,Docker|InfluxDB|Grafana,0.86,Advanced,2,Cybersecurity
899,Build Engineer,Data Engineering Pipeline,AWS S3|Apache Spark|Python|Airflow,Delta Lake|Kafka|dbt,0.67,Beginner,5,Government
900,Engineering Manager,MEAN Stack,Node.js|Express.js,NgRx,0.39,Beginner,10,Biotech
901,React Developer,Flutter Cross-Platform,Firebase|REST APIs|Dart,Integration Tests|Hive|BLoC Pattern,0.72,Intermediate,6,Biotech
902,Platform Engineer,MERN Stack,MongoDB|Express.js,Redux|Jest|Mongoose,0.87,Intermediate,11,Fintech
903,Data Scientist,Azure Enterprise,Azure DevOps|Cosmos DB|Azure Functions|AKS,Logic Apps,0.61,Beginner,6,Government
904,NLP Engineer,Flutter Cross-Platform,Firebase|Dart|Flutter,Hive|Provider|Integration Tests,0.85,Advanced,7,Manufacturing
905,ML Engineer,Azure Enterprise,AKS|Azure Functions|Azure DevOps,Service Bus|Application Insights|Logic Apps,0.7,Advanced,0,Biotech
906,BI Analyst,ASP.NET Core Stack,C#|Entity Framework|.NET Core|SQL Server,xUnit|SignalR,0.79,Beginner,8,IT
907,Software Engineer,DevOps Automation,Docker|Terraform,Prometheus,0.11,Advanced,7,Media
908,Platform Engineer,Game Development Unity,Unity|Blender,DOTween|Addressables|Plastic SCM,0.41,Intermediate,5,Media
909,Release Engineer,Next.js Full Stack,TypeScript|Prisma,NextAuth|tRPC,0.42,Advanced,6,Gaming
910,Staff Engineer,AWS Cloud Native,S3|API Gateway|AWS Lambda|DynamoDB,CloudWatch|CloudFormation,0.14,Beginner,2,Telecom
911,Security Engineer,Next.js Full Stack,Prisma|TypeScript|React,tRPC|Tailwind CSS,0.5,Advanced,5,EdTech
912,Data Scientist,Salesforce Platform,Lightning Web Components|SOQL|Salesforce CLI,MuleSoft,0.72,Intermediate,5,Finance
913,Salesforce Developer,Vue.js Ecosystem,Vite|Vue 3|Pinia|TypeScript,Cypress,0.92,Advanced,1,Healthcare
914,Release Engineer,ETL Data Pipeline,Airflow|PostgreSQL,Great Expectations,0.68,Intermediate,10,Biotech
915,Principal Engineer,Next.js Full Stack,TypeScript|Next.js|Prisma,Tailwind CSS|NextAuth|Vercel,0.9,Advanced,2,Aerospace
916,Engineering Manager,Flask Microservices,Redis|Flask|Python|SQLAlchemy,Docker|Pytest|Kubernetes,0.73,Intermediate,4,SaaS
917,Salesforce Developer,GraphQL API,Apollo Server|PostgreSQL,Prisma|DataLoader|TypeScript,0.24,Beginner,4,Consulting
918,React Developer,Go Microservices,PostgreSQL|gRPC|Docker|Go,Redis|Prometheus|Testify,0.95,Advanced,9,SaaS
919,Blockchain Developer,IoT Platform,Python|MQTT|AWS IoT,Docker|InfluxDB|Grafana,0.97,Intermediate,8,Finance
920,React Developer,Business Intelligence,Power BI|SQL|Excel,Looker|DAX|Alteryx,0.5,Advanced,11,Finance
921,Backend Developer,MEAN Stack,Express.js|Angular|MongoDB,Jasmine,0.43,Advanced,7,Aerospace
922,Technical Lead,Django Full Stack,PostgreSQL|Django,Redis|Docker|Celery,0.62,Intermediate,9,E-commerce
923,Senior Software Engineer,Android Native,Kotlin|Android Studio|Room,Dagger/Hilt|Espresso,0.2,Advanced,11,Consulting
924,Software Engineer,Next.js Full Stack,TypeScript|Next.js|Prisma|React,NextAuth|tRPC|Tailwind CSS,0.26,Intermediate,11,Retail
925,Java Developer,Django Full Stack,Django|HTML/CSS|PostgreSQL|Python,Django REST Framework|Docker,0.44,Beginner,12,Government
926,Solutions Architect,AWS Cloud Native,API Gateway|AWS Lambda,SQS|SNS,0.28,Intermediate,11,Finance
927,Performance Engineer,iOS Native,Swift|UIKit,SwiftUI|XCTest,0.77,Beginner,6,IT
928,Automation Engineer,Embedded Systems,C++|ARM|RTOS,MQTT,0.71,Beginner,2,Gaming
929,Database Administrator,PyTorch Deep Learning,CUDA|PyTorch,Weights & Biases|ONNX,0.67,Advanced,12,Logistics
930,SRE Engineer,Embedded Systems,C++|ARM,FreeRTOS,0.75,Beginner,4,Consulting
931,Systems Programmer,Next.js Full Stack,Prisma|Next.js,tRPC|NextAuth|Vercel,0.43,Intermediate,11,Aerospace
932,Embedded Systems Engineer,Business Intelligence,Power BI|Excel|SQL,Tableau|Looker|DAX,0.36,Intermediate,2,Fintech
933,Python Developer,DevOps Automation,Terraform|Jenkins,Prometheus|Ansible,0.47,Beginner,1,Consulting
934,SRE Engineer,QA Automation,Selenium|Python,Playwright|Docker,0.86,Beginner,3,Automotive
935,SRE Engineer,Django Full Stack,HTML/CSS|Python|Django|PostgreSQL,Celery|Django REST Framework|Docker,0.96,Intermediate,3,Retail
936,Blockchain Developer,Svelte Modern,Svelte|TypeScript|Tailwind CSS|SvelteKit,Supabase,0.58,Intermediate,9,Logistics
937,Senior Software Engineer,LAMP Stack,MySQL|PHP,PHPUnit|Composer,0.84,Beginner,8,IT
938,QA Engineer,Game Development Unity,Unity|Blender|Visual Studio|C#,Addressables|Photon|DOTween,0.51,Intermediate,0,E-commerce
939,Performance Engineer,Game Development Unity,C#|Unity|Visual Studio,Plastic SCM|DOTween|Addressables,0.64,Advanced,10,Finance
940,NLP Engineer,Rust Systems,PostgreSQL|Actix-web|Tokio,Serde|SQLx|Docker,0.36,Beginner,4,Consulting
941,Full Stack Developer,MEAN Stack,Node.js|MongoDB,RxJS|NgRx|Jasmine,0.84,Advanced,7,E-commerce
942,Mobile Developer,Computer Vision Stack,OpenCV|YOLO|Python,PyTorch|MediaPipe|ONNX,0.98,Beginner,8,Gaming
943,ETL Developer,ASP.NET Core Stack,.NET Core|C#,xUnit,0.87,Beginner,4,IT
944,Node.js Developer,Flutter Cross-Platform,Firebase|Dart|REST APIs|Flutter,Hive,0.64,Beginner,4,Consulting
945,Frontend Developer,MEAN Stack,Express.js|Angular,RxJS,0.12,Beginner,2,Government
946,Data Analyst,ETL Data Pipeline,Apache Kafka|PostgreSQL|Python|Airflow,Great Expectations|AWS Redshift|dbt,0.63,Intermediate,9,E-commerce
947,API Developer,NLP Pipeline,spaCy|Python|NLTK,SentenceTransformers|FastAPI,1.0,Beginner,9,Automotive
948,Java Developer,ETL Data Pipeline,Airflow|PostgreSQL|Apache Kafka,Docker|dbt,0.58,Advanced,7,Government
949,Software Engineer,Salesforce Platform,SOQL|Salesforce CLI|Apex,Flow Builder|MuleSoft,0.1,Intermediate,0,Biotech
950,API Developer,Django Full Stack,Django|Python|HTML/CSS,Celery,0.95,Beginner,11,Telecom
951,Computer Vision Engineer,Cybersecurity Stack,Wireshark|Nmap|Python,OWASP ZAP|Splunk,0.63,Intermediate,5,Biotech
952,React Developer,Business Intelligence,Excel|Python|Power BI|SQL,Tableau,0.37,Advanced,2,Healthcare
953,NLP Engineer,AWS Cloud Native,DynamoDB|API Gateway|AWS Lambda,SQS,0.95,Beginner,3,Retail
954,Salesforce Developer,Spring Boot Enterprise,PostgreSQL|Java,Kafka|Hibernate|JUnit,0.99,Intermediate,2,Manufacturing
955,Blockchain Developer,MEAN Stack,Angular|MongoDB|Node.js|Express.js,RxJS|Jasmine,0.4,Beginner,2,Energy
956,WordPress Developer,iOS Native,Core Data|UIKit|Xcode,SwiftUI|ARKit|XCTest,0.74,Advanced,10,Media
957,Automation Engineer,LAMP Stack,PHP|Linux|MySQL,PHPUnit,0.2,Beginner,5,Logistics
958,Vue.js Developer,NLP Pipeline,NLTK|Hugging Face Transformers,FastAPI|Pandas|SentenceTransformers,0.92,Advanced,0,Telecom
959,Mobile Developer,Computer Vision Stack,TensorFlow|OpenCV,ONNX|MediaPipe|Albumentations,0.56,Beginner,5,Manufacturing
960,Product Engineer,Flutter Cross-Platform,Dart|Firebase,Provider|BLoC Pattern|Hive,0.1,Intermediate,1,Logistics
961,Vue.js Developer,Cybersecurity Stack,Metasploit|Nmap|Wireshark|Python,Splunk|OWASP ZAP|Kali Linux,0.67,Intermediate,2,Biotech
962,Build Engineer,ASP.NET Core Stack,.NET Core|SQL Server|Entity Framework,xUnit|SignalR|Azure,0.67,Intermediate,9,EdTech
963,ETL Developer,Flutter Cross-Platform,Flutter|Firebase|REST APIs,Provider|Hive,0.43,Advanced,10,Automotive
964,Data Analyst,ASP.NET Core Stack,C#|.NET Core,xUnit|Azure,0.37,Beginner,2,Cybersecurity
965,WordPress Developer,Go Microservices,Docker|PostgreSQL|Go,Redis|Kubernetes|Prometheus,0.46,Intermediate,0,Consulting
966,AI Engineer,ML Engineering Stack,Pandas|Python|TensorFlow,Docker|FastAPI,0.12,Intermediate,4,Consulting
967,Analytics Engineer,Flutter Cross-Platform,Flutter|Dart|REST APIs,BLoC Pattern|Hive,0.92,Beginner,7,Healthcare
968,Salesforce Developer,Next.js Full Stack,TypeScript|Next.js,Tailwind CSS,0.16,Advanced,6,Logistics
969,NLP Engineer,Computer Vision Stack,Python|TensorFlow|OpenCV|YOLO,PyTorch|Albumentations|ONNX,0.99,Beginner,11,Gaming
970,Engineering Manager,AWS Cloud Native,S3|DynamoDB|API Gateway|AWS Lambda,CloudWatch,0.69,Advanced,6,Aerospace
971,CTO,Azure Enterprise,AKS|Azure DevOps,Azure AD,0.98,Advanced,0,Government
972,Data Engineer,ETL Data Pipeline,Python|PostgreSQL,dbt,0.22,Intermediate,8,IT
973,Blockchain Developer,Svelte Modern,TypeScript|Svelte|Tailwind CSS,Supabase,0.74,Advanced,0,IT
974,Software Engineer,AWS Cloud Native,AWS Lambda|S3|API Gateway,SQS|SNS,0.72,Advanced,12,Aerospace
975,Security Engineer,Shopify E-commerce,Liquid|JavaScript,React|GraphQL|Theme Kit,0.15,Intermediate,1,EdTech
976,DevOps Engineer,Flask Microservices,Redis|Python,RabbitMQ|Pytest|Docker,0.13,Intermediate,5,IT
977,Full Stack Developer,PyTorch Deep Learning,CUDA|NumPy,TensorBoard|ONNX|Hugging Face,0.45,Beginner,12,Cybersecurity
978,DevOps Engineer,Blockchain Development,Solidity|Ethereum|Hardhat,OpenZeppelin|Ganache,0.4,Beginner,9,Media
979,DevOps Engineer,React Native Mobile,JavaScript|Expo|Redux,Firebase,0.41,Beginner,8,Gaming
980,Angular Developer,React Native Mobile,Redux|React Native,TypeScript,0.49,Advanced,7,E-commerce
981,Data Scientist,DevOps Automation,Terraform|Jenkins,Grafana,0.13,Beginner,10,Cybersecurity
982,IoT Developer,Frontend React Modern,Tailwind CSS|Vite,React Query|Storybook,0.29,Advanced,0,Manufacturing
983,AI Engineer,ML Engineering Stack,Python|Scikit-learn|Pandas,NumPy,0.39,Beginner,8,Aerospace
984,ETL Developer,Frontend React Modern,TypeScript|Vite|React|Tailwind CSS,Zustand|Vitest|React Query,0.63,Intermediate,12,Consulting
985,Java Developer,Computer Vision Stack,Python|YOLO|TensorFlow,MediaPipe|PyTorch|Albumentations,0.73,Intermediate,12,Finance
986,Performance Engineer,MEAN Stack,MongoDB|Node.js|Express.js|Angular,TypeScript|NgRx|RxJS,0.57,Intermediate,11,Healthcare
987,Angular Developer,Vue.js Ecosystem,Pinia|Vite|Vue 3|TypeScript,Vuetify|Cypress,0.4,Beginner,2,Gaming
988,Technical Lead,Cybersecurity Stack,Wireshark|Nmap|Python,Splunk|Kali Linux|OWASP ZAP,0.9,Advanced,1,Healthcare
989,Software Engineer,LAMP Stack,Linux|PHP|MySQL,PHPUnit|Laravel|Symfony,0.12,Intermediate,7,Manufacturing
990,API Developer,Embedded Systems,C++|RTOS|ARM|C,FreeRTOS|JTAG,0.1,Advanced,2,Automotive
991,IoT Developer,Django Full Stack,Django|PostgreSQL|HTML/CSS|Python,Celery|Django REST Framework|Redis,0.51,Beginner,0,Logistics
992,Backend Developer,Data Engineering Pipeline,Apache Spark|AWS S3|Airflow|Python,Snowflake|dbt|Kafka,0.17,Beginner,9,Telecom
993,Java Developer,React Native Mobile,JavaScript|Expo|Redux|React Native,Detox|Jest|Firebase,0.2,Beginner,0,Logistics
994,Analytics Engineer,AWS Cloud Native,DynamoDB|API Gateway,SQS,0.69,Intermediate,6,Manufacturing
995,Senior Software Engineer,PyTorch Deep Learning,Python|CUDA|PyTorch,Hugging Face,0.83,Advanced,10,Media
996,Go Developer,LAMP Stack,PHP|MySQL|Apache,PHPUnit|Symfony|Laravel,0.74,Intermediate,0,Retail
997,BI Analyst,MEAN Stack,MongoDB|Express.js|Node.js|Angular,TypeScript|RxJS|Jasmine,0.66,Intermediate,0,Energy
998,Rust Developer,IoT Platform,Raspberry Pi|MQTT,Grafana|InfluxDB,0.17,Advanced,11,Aerospace
999,Mobile Developer,Flask Microservices,SQLAlchemy|Python,Docker|Kubernetes,0.43,Advanced,2,Biotech
1000,Node.js Developer,Salesforce Platform,Apex|SOQL|Lightning Web Components|Salesforce CLI,Flow Builder|MuleSoft|Heroku,0.91,Intermediate,9,Logistics
1001,Cloud Architect,PyTorch Deep Learning,NumPy|CUDA|PyTorch,Weights & Biases|TensorBoard|ONNX,0.5,Intermediate,9,Healthcare
1002,Analytics Engineer,React Native Mobile,Expo|JavaScript|Redux,TypeScript|Jest,0.81,Intermediate,3,Manufacturing
1003,Analytics Engineer,Vue.js Ecosystem,TypeScript|Pinia|Vue 3|Vite,Vitest|Cypress,0.87,Beginner,9,Telecom
1004,Senior Software Engineer,Django Full Stack,Django|PostgreSQL|HTML/CSS|Python,Django REST Framework,0.48,Intermediate,8,Cybersecurity
1005,DevOps Engineer,Blockchain Development,Hardhat|Ethereum|Web3.js,Chai,0.9,Beginner,4,Manufacturing
1006,NLP Engineer,Azure Enterprise,Cosmos DB|AKS,Azure AD,0.15,Advanced,0,IT
1007,BI Analyst,PyTorch Deep Learning,Python|NumPy|CUDA,Hugging Face,0.23,Beginner,8,EdTech
1008,IoT Developer,Computer Vision Stack,Python|OpenCV|YOLO,PyTorch|Albumentations|MediaPipe,0.54,Advanced,8,Media
1009,Blockchain Developer,React Native Mobile,Expo|React Native|Redux,Detox|Firebase,0.34,Advanced,0,Automotive
1010,React Developer,NLP Pipeline,Hugging Face Transformers|NLTK|spaCy|Python,FAISS|SentenceTransformers,0.25,Intermediate,11,Government
1011,Vue.js Developer,Flutter Cross-Platform,Flutter|REST APIs|Dart,BLoC Pattern|Integration Tests,0.44,Advanced,2,Retail
1012,Platform Engineer,GCP Data Platform,Pub/Sub|GCS|Cloud Functions,Composer|Dataflow|Cloud Run,0.59,Intermediate,4,Biotech
1013,Software Engineer,Shopify E-commerce,JavaScript|HTML/CSS,Theme Kit|React|Node.js,0.89,Beginner,8,Finance
1014,Go Developer,Data Engineering Pipeline,Airflow|AWS S3,Snowflake|Kafka,0.68,Intermediate,4,Consulting
1015,Engineering Manager,NLP Pipeline,NLTK|Python|spaCy|Hugging Face Transformers,SentenceTransformers|FastAPI|FAISS,0.41,Advanced,7,Biotech
1016,Computer Vision Engineer,GCP Data Platform,GCS|BigQuery|Pub/Sub,Composer|Vertex AI|Cloud Run,0.74,Beginner,0,Fintech
1017,Security Engineer,Azure Enterprise,Cosmos DB|Azure DevOps|AKS|Azure Functions,Service Bus,0.46,Advanced,1,Telecom
1018,Frontend Developer,Flask Microservices,Python|Flask,Pytest|RabbitMQ,0.84,Advanced,6,Finance
1019,ETL Developer,Spring Boot Enterprise,Maven|Spring Boot,JUnit|Docker,0.24,Intermediate,2,Media
1020,BI Analyst,Go Microservices,gRPC|PostgreSQL|Go,Redis|Prometheus|Kubernetes,0.69,Advanced,4,Telecom
1021,Platform Engineer,MEAN Stack,Express.js|Angular|Node.js|MongoDB,TypeScript|NgRx|Jasmine,0.98,Intermediate,9,IT
1022,Salesforce Developer,ETL Data Pipeline,PostgreSQL|Apache Kafka,AWS Redshift|dbt|Docker,0.74,Intermediate,3,Fintech
1023,Backend Developer,WordPress CMS Stack,WordPress|PHP|HTML/CSS|MySQL,ACF,0.52,Advanced,12,E-commerce
1024,Backend Developer,QA Automation,Jenkins|TestNG,Docker|Allure|Playwright,0.17,Beginner,8,Consulting
1025,IoT Developer,Computer Vision Stack,TensorFlow|Python|YOLO,MediaPipe|Albumentations|ONNX,0.35,Beginner,8,SaaS
1026,Backend Developer,ML Engineering Stack,Python|TensorFlow|Pandas,FastAPI|MLflow|Docker,0.51,Intermediate,3,Retail
1027,Angular Developer,Flutter Cross-Platform,Dart|Firebase,BLoC Pattern|Hive,0.82,Intermediate,8,Cybersecurity
1028,Software Engineer,Blockchain Development,Web3.js|Ethereum|Solidity,Chai,0.97,Intermediate,7,Gaming
1029,DevOps Engineer,Django Full Stack,Django|HTML/CSS|PostgreSQL|Python,Docker,0.34,Intermediate,7,Automotive
1030,Technical Lead,Spring Boot Enterprise,Java|Spring Boot|Maven,Docker,0.47,Beginner,10,Automotive
1031,Embedded Systems Engineer,IoT Platform,MQTT|Raspberry Pi|AWS IoT|Python,Grafana|Docker,0.17,Advanced,2,Government
1032,Database Administrator,Svelte Modern,Tailwind CSS|SvelteKit|Svelte|TypeScript,Prisma|Vitest,0.13,Intermediate,10,Automotive
1033,Game Developer,Spring Boot Enterprise,Maven|Spring Boot|Java|PostgreSQL,Kafka,0.47,Advanced,12,SaaS
1034,Platform Engineer,Vue.js Ecosystem,Vite|Vue 3|TypeScript|Pinia,Cypress|Vuetify|Vitest,0.4,Beginner,2,Consulting
1035,Engineering Manager,GCP Data Platform,BigQuery|Cloud Functions|Pub/Sub,Composer,0.35,Beginner,12,EdTech
1036,Staff Engineer,Business Intelligence,Power BI|Excel|Python|SQL,Tableau|Looker,0.92,Intermediate,7,Media
1037,QA Engineer,GraphQL API,PostgreSQL|Node.js,DataLoader|Jest,0.11,Intermediate,9,Retail
1038,Database Administrator,Shopify E-commerce,Shopify CLI|JavaScript,Node.js|React|GraphQL,0.69,Advanced,2,Fintech
1039,Database Administrator,Django Full Stack,PostgreSQL|Django|Python|HTML/CSS,Redis|Celery,0.42,Advanced,11,SaaS
1040,Automation Engineer,QA Automation,Selenium|TestNG|Python|Jenkins,Playwright|Docker|Cypress,0.87,Advanced,8,Telecom
1041,Backend Developer,iOS Native,Xcode|Swift|UIKit|Core Data,ARKit|SwiftUI,0.22,Advanced,9,Government
1042,SAP Consultant,Computer Vision Stack,TensorFlow|OpenCV|YOLO|Python,PyTorch|ONNX,0.91,Intermediate,8,IT
1043,QA Engineer,GCP Data Platform,GCS|Pub/Sub|Cloud Functions|BigQuery,Cloud Run|Composer|Dataflow,0.94,Beginner,7,Fintech
1044,CTO,GCP Data Platform,GCS|BigQuery|Pub/Sub,Cloud Run|Vertex AI,0.27,Advanced,1,Telecom
1045,Senior Software Engineer,Go Microservices,Docker|Go,Testify,0.44,Intermediate,1,Consulting
1046,DevOps Engineer,ETL Data Pipeline,Airflow|Python|PostgreSQL|Apache Kafka,Great Expectations,0.61,Beginner,6,Cybersecurity
1047,Product Engineer,Go Microservices,Go|gRPC|Docker|PostgreSQL,Testify|Redis|Prometheus,0.89,Intermediate,2,Healthcare
1048,QA Engineer,IoT Platform,MQTT|AWS IoT,InfluxDB|Node-RED,0.54,Advanced,8,Cybersecurity
1049,BI Analyst,Blockchain Development,Hardhat|Solidity,Ganache|IPFS,0.34,Advanced,9,Media
1050,AI Engineer,Game Development Unity,Unity|Blender|Visual Studio|C#,DOTween|Photon|Plastic SCM,0.64,Beginner,0,Biotech
1051,Embedded Systems Engineer,ML Engineering Stack,Python|Scikit-learn|TensorFlow,FastAPI,0.34,Intermediate,7,E-commerce
1052,Build Engineer,Flask Microservices,SQLAlchemy|Redis|Python,Docker,0.2,Advanced,5,Healthcare
1053,CTO,Blockchain Development,Solidity|Ethereum,Ganache,0.52,Intermediate,10,Biotech
1054,Principal Engineer,ML Engineering Stack,TensorFlow|Python,FastAPI|Docker,0.6,Beginner,6,Aerospace
1055,React Developer,Android Native,Room|Kotlin|Android Studio,Dagger/Hilt|Coroutines,0.93,Advanced,11,Fintech
1056,Database Administrator,Spring Boot Enterprise,Java|Maven,Docker|JUnit,0.51,Advanced,1,Aerospace
1057,Data Engineer,Salesforce Platform,Lightning Web Components|Salesforce CLI|SOQL|Apex,Visualforce,0.73,Intermediate,0,Media
1058,Automation Engineer,Cybersecurity Stack,Wireshark|Nmap|Python|Metasploit,Burp Suite,0.82,Beginner,5,Aerospace
1059,Principal Engineer,Svelte Modern,SvelteKit|Tailwind CSS|TypeScript,Vitest|Supabase|Playwright,0.48,Intermediate,10,Aerospace
1060,Engineering Manager,GCP Data Platform,BigQuery|GCS|Cloud Functions|Pub/Sub,Cloud Run,0.79,Advanced,2,IT
1061,Python Developer,GraphQL API,GraphQL|Node.js|PostgreSQL|Apollo Server,TypeScript,0.17,Advanced,2,Automotive
1062,Salesforce Developer,Blockchain Development,Ethereum|Web3.js|Hardhat,Ganache,0.7,Advanced,2,Finance
1063,ML Engineer,Shopify E-commerce,JavaScript|HTML/CSS|Shopify CLI|Liquid,GraphQL,0.94,Beginner,8,EdTech
1064,Java Developer,Salesforce Platform,SOQL|Lightning Web Components|Apex|Salesforce CLI,Flow Builder|MuleSoft,0.71,Intermediate,9,Media
1065,Systems Programmer,GCP Data Platform,GCS|BigQuery|Cloud Functions,Dataflow|Vertex AI|Composer,0.13,Beginner,0,Aerospace
1066,Cloud Architect,MEAN Stack,Angular|Node.js,NgRx|TypeScript|RxJS,0.82,Beginner,1,Automotive
1067,Software Engineer,PyTorch Deep Learning,NumPy|Python,TensorBoard|Hugging Face,0.27,Advanced,1,E-commerce
1068,Salesforce Developer,Next.js Full Stack,TypeScript|Prisma|Next.js,Tailwind CSS|NextAuth|tRPC,0.76,Beginner,9,Gaming
1069,API Developer,QA Automation,Selenium|Jenkins|TestNG|Python,Allure|Cypress,0.68,Intermediate,11,Energy
1070,Backend Developer,Flutter Cross-Platform,Firebase|REST APIs,Provider|Integration Tests,0.91,Beginner,1,Cybersecurity
1071,Solutions Architect,ETL Data Pipeline,Python|Airflow,Great Expectations|Docker,0.12,Intermediate,4,SaaS
1072,Senior Software Engineer,SAP Enterprise,Fiori|SAP S/4HANA|ABAP,RAP|BTP|CDS Views,0.21,Beginner,9,Cybersecurity
1073,Go Developer,LAMP Stack,MySQL|Linux,Symfony|Composer,0.13,Beginner,2,Media
1074,Solutions Architect,Cybersecurity Stack,Wireshark|Nmap|Python|Metasploit,Splunk|Burp Suite|OWASP ZAP,0.35,Advanced,5,Telecom
