phrase_id,weak_phrase,recommended_replacement,severity_score,category
1361,Made,Created,0.47,action_verb
1362,Familiar with,Competent in,0.61,vague
1363,Problem-solving skills,Designed failover system eliminating 99% of downtime,0.71,specificity
1364,Passionate about,Deep experience with,0.41,buzzword
1365,Basic understanding of,Entry-level proficiency in,0.82,vague
1366,I am,[Remove first person],0.5,format
1367,Objective: To obtain a position,[Replace with Professional Summary],0.41,filler
1368,Was asked to lead,Spearheaded,0.9,passive
1369,Duties included,Core deliverables included,0.77,format
1370,Go-getter,Motivated performer,0.66,buzzword
1371,Problem-solving skills,Debugged production outage reducing MTTR by 60%,0.63,specificity
1372,Handled,Coordinated,0.72,action_verb
1373,Responsible for,Directed,0.48,action_verb
1374,Large-scale project,Organization-wide migration serving 500+ employees,0.8,quantify
1375,My duties were,Achieved,0.6,format
1376,Objective: To obtain a position,[Write a targeted summary statement],0.62,filler
1377,Team player,Team-oriented professional,0.51,buzzword
1378,Utilized,Employed,0.58,passive
1379,Did,Executed,0.66,action_verb
1380,Responsibilities included,Delivered value through,0.69,format
1381,Successfully managed,Coordinated [add outcomes],0.5,redundant
1382,Job description,Achievement summary,0.64,format
1383,Results-oriented,Produced tangible impact,0.75,buzzword
1384,Problem-solving skills,Identified root cause of $100K billing discrepancy,0.48,specificity
1385,My duties were,Achieved,0.43,format
1386,Utilized,Leveraged,0.93,passive
1387,Large-scale project,Multi-year program with 50+ stakeholders,0.58,quantify
1388,Leverage,Applied,0.8,buzzword
1389,Duties included,Drove results including,1.0,format
1390,Self-starter,Independent problem-solver,0.58,buzzword
1391,Improved efficiency,Improved efficiency by 30%,0.71,quantify
1392,Was asked to lead,Spearheaded,0.54,passive
1393,My duties were,Contributed,0.78,format
1394,Actively participated,Delivered [specific output],0.93,redundant
1395,Responsibilities included,Delivered value through,0.66,format
1396,Good communication skills,Led client workshops with 50+ attendees,0.89,specificity
1397,Networking,Grew referral pipeline generating 40% of new business,0.43,specificity
1398,Did,Delivered,0.39,action_verb
1399,Self-starter,Initiative-driven leader,0.83,buzzword
1400,Dealt with,Navigated,0.76,action_verb
1401,Hard worker,Dedicated achiever,0.46,buzzword
1402,Problem-solving skills,Identified root cause of $100K billing discrepancy,0.59,specificity
1403,Networking,Established vendor relationships saving $200K/year,0.56,specificity
1404,Was given the opportunity to,Chosen to,0.62,passive
1405,Made,Constructed,0.34,action_verb
1406,Actively participated,Executed [specific task],0.71,redundant
1407,Effectively communicated,Communicated [add channel/audience],0.63,redundant
1408,Took care of,Ensured,0.38,action_verb
1409,Job description,Professional contribution,0.67,format
1410,Many projects,12+ cross-functional projects,0.91,vague
1411,Involved in,Played a key role in,0.99,action_verb
1412,Results-oriented,Drove outcome-focused initiatives,0.99,buzzword
1413,Basic understanding of,Practical awareness of,0.4,vague
1414,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,0.85,specificity
1415,Familiar with,Practical proficiency in,0.74,vague
1416,Dealt with,Navigated,0.74,action_verb
1417,Responsible for,Spearheaded,0.49,action_verb
1418,Increased sales,Grew revenue 35% year-over-year,0.7,quantify
1419,Tasked with,Designated to,0.85,action_verb
1420,Managed a team,Managed a team of 12 engineers,0.39,quantify
1421,Etc.,[Replace with details],0.58,vague
1422,Good at,Demonstrated competency in,0.3,vague
1423,Was responsible for managing,Directed,0.81,passive
1424,Managed multiple projects,Managed 8 concurrent projects totaling $2M budget,0.92,quantify
1425,Increased sales,Generated $1.2M in new business,0.43,quantify
1426,Job description,Achievement summary,0.74,format
1427,Detail-oriented,Quality-driven professional,0.79,buzzword
1428,Passionate about,Deep experience with,0.39,buzzword
1429,Objective: To obtain a position,[Summarize top achievements],0.71,filler
1430,Tasked with,Entrusted with,0.88,action_verb
1431,Synergy,Strategic partnership,0.62,buzzword
1432,Utilized,Employed,0.67,passive
1433,Etc.,[Be explicit],0.54,vague
1434,Basic understanding of,Practical awareness of,0.55,vague
1435,Took care of,Managed,0.96,action_verb
1436,Assisted the team,Contributed to the QA team's testing of,0.31,action_verb
1437,Hard worker,High-performing contributor,0.45,buzzword
1438,Helped with,Assisted in delivering,0.65,action_verb
1439,Made,Developed,0.8,action_verb
1440,Saved money,Saved $200K annually through process optimization,0.56,quantify
1441,Actively participated,Led [specific component],0.84,redundant
1442,Effectively communicated,Communicated [add channel/audience],0.72,redundant
1443,Participated in,Led,0.76,action_verb
1444,Helped with,Contributed to,0.78,action_verb
1445,Many projects,Numerous client-facing engagements,0.57,vague
1446,Was tasked with developing,Architected,0.63,passive
1447,Involved in,Played a key role in,0.79,action_verb
1448,Actively participated,Contributed [specific deliverable],0.51,redundant
1449,Responsibilities included,Achievements included,0.76,format
1450,Go-getter,Target-focused executor,0.72,buzzword
1451,Handled,Administered,0.88,action_verb
1452,Did,Achieved,0.8,action_verb
1453,Made,Developed,0.38,action_verb
1454,Did,Delivered,0.44,action_verb
1455,Took care of,Oversaw,0.88,action_verb
1456,Took care of,Oversaw,0.79,action_verb
1457,Think outside the box,Creative strategist,0.33,buzzword
1458,Familiar with,Hands-on experience with,0.78,vague
1459,Good at,Skilled at,0.46,vague
1460,Responsible for,Managed,0.93,action_verb
1461,Knowledge of programming,Mobile development with Swift and Kotlin,0.77,specificity
1462,Involved in,Contributed to,0.85,action_verb
1463,Was in charge of,Managed,0.93,action_verb
1464,Duties included,Core deliverables included,0.62,format
1465,Think outside the box,Unconventional thinker,0.62,buzzword
1466,Did,Performed,0.91,action_verb
1467,Good communication skills,Authored technical documentation for 20+ APIs,0.55,specificity
1468,Job description,Value delivered,0.6,format
1469,Made,Created,0.9,action_verb
1470,Networking,Built partnerships with 25+ enterprise clients,0.31,specificity
1471,Handled,Coordinated,0.53,action_verb
1472,Basic understanding of,Practical awareness of,0.97,vague
1473,Go-getter,Ambitious achiever,0.56,buzzword
1474,Results-oriented,Achieved quantifiable results,0.38,buzzword
1475,Various tasks,Core functions including,0.49,vague
1476,Objective: To obtain a position,[Craft a value proposition],0.86,filler
1477,Duties included,Core deliverables included,0.38,format
1478,I am,[Remove first person],0.99,format
1479,Good communication skills,Led client workshops with 50+ attendees,0.37,specificity
1480,Assisted the team,Aided the operations team in deploying,0.64,action_verb
1481,Was asked to lead,Directed,0.43,passive
1482,Objective: To obtain a position,[Write a targeted summary statement],0.73,filler
1483,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,0.64,specificity
1484,Familiar with,Working knowledge of,0.92,vague
1485,Different things,Diverse deliverables including,0.34,vague
1486,Duties included,Led initiatives such as,0.31,format
1487,Problem-solving skills,Architected caching solution reducing latency by 70%,0.84,specificity
1488,Was asked to lead,Championed,0.46,passive
1489,Responsibilities included,Delivered value through,0.66,format
1490,I am,[Omit pronoun],0.37,format
1491,Responsibilities included,Impact areas included,0.64,format
1492,Responsibilities included,Key contributions included,0.4,format
1493,Proficient in Microsoft Office,SharePoint administration and workflow design,0.92,specificity
1494,Effectively communicated,Communicated [add channel/audience],0.31,redundant
1495,Communicated with stakeholders,Presented roadmap updates to 15+ stakeholders,0.65,specificity
1496,Good at,Demonstrated competency in,0.91,vague
1497,Was in charge of,Supervised,0.52,action_verb
1498,Results-oriented,Produced tangible impact,0.34,buzzword
1499,Hard worker,Diligent executor,0.75,buzzword
1500,Various tasks,Key responsibilities such as,0.36,vague
1501,Different things,A range of initiatives including,0.61,vague
1502,Good communication skills,Facilitated cross-team standups across 4 time zones,0.61,specificity
1503,Made,Constructed,0.82,action_verb
1504,Helped with,Contributed to,0.58,action_verb
1505,Worked on,Implemented,0.68,action_verb
1506,Proficient in Microsoft Office,"Advanced Excel modeling (VLOOKUP, pivot tables, macros)",0.85,specificity
1507,Effectively communicated,Briefed [stakeholders],0.92,redundant
1508,Was tasked with developing,Engineered,0.76,passive
1509,A lot of experience,Deep domain expertise spanning,0.55,vague
1510,Participated in,Drove,0.89,action_verb
1511,Results-oriented,Generated concrete deliverables,0.84,buzzword
1512,Successfully managed,Supervised [add budget],0.8,redundant
1513,References available upon request,[Delete this line],0.38,filler
1514,Increased sales,Grew revenue 35% year-over-year,0.3,quantify
1515,Passionate about,Deep experience with,0.68,buzzword
1516,References available upon request,[Remove entirely],0.33,filler
1517,Tasked with,Designated to,0.4,action_verb
1518,My duties were,Produced,0.37,format
1519,Effectively communicated,Presented to [audience],0.43,redundant
1520,Communicated with stakeholders,Reported KPIs to senior leadership monthly,0.45,specificity
1521,Proficient in Microsoft Office,PowerPoint deck design for C-suite presentations,0.8,specificity
1522,Did,Delivered,0.33,action_verb
1523,Actively participated,Executed [specific task],0.39,redundant
1524,Basic understanding of,Practical awareness of,0.62,vague
1525,Was given the opportunity to,Promoted to,0.39,passive
1526,Familiar with,Working knowledge of,0.67,vague
1527,Participated in,Coordinated,0.95,action_verb
1528,Knowledge of programming,Mobile development with Swift and Kotlin,0.64,specificity
1529,Some experience with,Emerging skills in,0.78,vague
1530,Dealt with,Addressed,0.37,action_verb
1531,Responsibilities included,Drove business results including,0.72,format
1532,Leverage,Employed strategically,0.92,buzzword
1533,Many projects,A portfolio of strategic projects,0.94,vague
1534,Increased sales,Grew revenue 35% year-over-year,0.49,quantify
1535,Results-oriented,Produced tangible impact,0.62,buzzword
1536,Handled,Coordinated,0.59,action_verb
1537,I am,[Omit pronoun],0.51,format
1538,I am,[Omit pronoun],0.9,format
1539,My duties were,Generated,0.74,format
1540,Took care of,Managed,0.74,action_verb
1541,Think outside the box,Unconventional thinker,0.94,buzzword
1542,Handled,Coordinated,0.65,action_verb
1543,I am,[Use action verb instead],0.8,format
1544,Increased sales,Expanded pipeline by 200+ leads,0.69,quantify
1545,Was given the opportunity to,Promoted to,0.96,passive
1546,My duties were,Produced,0.77,format
1547,Basic understanding of,Beginning competency in,0.5,vague
1548,Good communication skills,Facilitated cross-team standups across 4 time zones,0.87,specificity
1549,Utilized,Applied,0.32,passive
1550,Involved in,Contributed to,0.77,action_verb
1551,Took care of,Oversaw,0.83,action_verb
1552,Tasked with,Commissioned to,0.78,action_verb
1553,Involved in,Contributed to,0.78,action_verb
1554,Think outside the box,Creative strategist,0.83,buzzword
1555,Worked on,Built,0.87,action_verb
1556,Did,Achieved,0.91,action_verb
1557,Improved efficiency,Boosted throughput by 50%,0.91,quantify
1558,Improved efficiency,Boosted throughput by 50%,0.57,quantify
1559,Some experience with,Growing proficiency in,0.79,vague
1560,Participated in,Co-led,0.57,action_verb
1561,Saved money,Cut expenses by $150K per quarter,0.98,quantify
1562,Participated in,Led,0.82,action_verb
1563,Took care of,Ensured,0.91,action_verb
1564,Problem-solving skills,Designed failover system eliminating 99% of downtime,0.88,specificity
1565,Assisted the team,Facilitated the design team's workflow for,0.83,action_verb
1566,Was responsible for managing,Administered,0.44,passive
1567,Very experienced,Advanced proficiency in,0.51,quantify
1568,Dealt with,Resolved,0.43,action_verb
1569,Dealt with,Mitigated,0.38,action_verb
1570,Worked on,Designed,0.5,action_verb
1571,Self-starter,Autonomous contributor,0.41,buzzword
1572,Good communication skills,Authored technical documentation for 20+ APIs,0.3,specificity
1573,A lot of experience,Extensive hands-on experience,0.33,vague
1574,Communicated with stakeholders,Facilitated weekly syncs with cross-functional leads,0.72,specificity
1575,Managed a team,Oversaw a team of 10 specialists,0.89,quantify
